comment_id,post_id,media_page,comment_text,true_category
37,1772,Parlons de Tout,C'est compliqué,normal
103,1636,RTB,Qu'ils partent !,hateful
1057,409,AIB,Vraiment ?,normal
1025,124,Radars Info Burkina,Vraiment triste,normal
1271,86,Sidwaya,On suit la situation de près.,normal
1097,71,Radars Info Burkina,C'est la vie.,normal
204,1595,BF1 TV,Que Dieu nous aide,normal
797,1498,Burkina24,OK merci,normal
642,1881,Minute.bf,Félicitations,normal
638,335,Radars Info Burkina,C'est noté,normal
622,230,BF1 TV,Merci pour cet éclaircissement.,normal
981,152,Radars Info Burkina,On attend la suite,normal
1005,1423,Minute.bf,OK merci,normal
393,1439,RTB,Vraiment ?,normal
356,1321,RTB,C'est une triste réalité.,normal
479,574,Radars Info Burkina,On attend de voir la suite.,normal
1363,816,Burkina24,Du courage,normal
455,1489,Radars Info Burkina,OK merci,normal
551,1068,Sidwaya,On attend de voir la suite.,normal
1302,1581,Sidwaya,"Merci, force à vous",normal
370,1482,BF1 TV,On espère que ça va aller,normal
661,688,Parlons de Tout,On suit la situation de près.,normal
1441,1650,Minute.bf,Dieu est grand.,normal
1451,1954,Minute.bf,Il faut leur régler leur compte.,hateful
576,436,Libre Info,On suit la situation de près.,normal
191,868,Sidwaya,Vous êtes payés pour mentir.,toxic
464,240,RTB,Merci pour la précision.,normal
395,1439,RTB,Vous n'avez honte ?,toxic
616,1751,Parlons de Tout,Enfin une bonne nouvelle !,normal
385,1017,Parlons de Tout,Information bien reçue,normal
773,1046,Libre Info,Merci pour l'info,normal
1392,665,Parlons de Tout,Il faut que les gens comprennent.,normal
734,45,Sidwaya,Information reçue 5/5.,normal
679,341,Burkina24,C'est exactement ça le problème.,normal
1053,409,AIB,Très bonne analyse.,normal
195,868,Sidwaya,Merci beaucoup pour l'information.,normal
291,1846,Radars Info Burkina,C'est un montage,misinfo
749,615,Radars Info Burkina,Le peuple souffre.,normal
1318,1545,Minute.bf,Tout est orchestré par [pays].,misinfo
1095,1378,BF1 TV,Elle cherche quoi habillée comme ça,adult
1228,1673,Minute.bf,Prompt rétablissement,normal
941,704,BF1 TV,J'aimerais être à la place du gars.,adult
1157,1312,AIB,Ce journaliste est un plaisantin.,toxic
488,770,Minute.bf,On espère que ça va aller,normal
311,1687,Radars Info Burkina,Je suis de tout cœur avec vous.,normal
1248,1896,Sidwaya,Elle n'a pas froid aux yeux.,adult
806,1212,Minute.bf,"Merci, force à vous",normal
1211,117,Libre Info,Paix à son âme,normal
77,1007,Sidwaya,Je suis d'accord.,normal
1028,1195,Sidwaya,C'est une triste réalité.,normal
288,629,AIB,C'est la vérité,normal
387,732,Radars Info Burkina,Elle est bonne,adult
1093,1378,BF1 TV,C'est compliqué,normal
1261,73,Radars Info Burkina,Dieu est grand.,normal
154,1207,RTB,Retournez chez vous,hateful
1266,531,Libre Info,Encore un article pour endormir le peuple.,toxic
882,1437,Libre Info,Vraiment ?,normal
331,920,Minute.bf,Bravo pour votre travail.,normal
907,869,BF1 TV,Enfin une bonne nouvelle !,normal
628,1936,Minute.bf,"Ce n'est pas un vaccin, c'est du poison.",misinfo
229,771,AIB,Information reçue 5/5.,normal
1138,1792,Parlons de Tout,C'est la vie.,normal
595,746,Libre Info,Bonne nouvelle,normal
1269,685,Burkina24,"Très belle femme, je la veux.",adult
369,747,Burkina24,Prompt rétablissement au blessé.,normal
1219,1669,Minute.bf,On est fatigué.,normal
983,1559,AIB,Paix à son âme,normal
1394,1884,Libre Info,Le peuple souffre.,normal
694,371,Sidwaya,Très bonne analyse.,normal
480,214,Libre Info,Prompt rétablissement,normal
335,920,Minute.bf,Bonne nouvelle,normal
456,1489,Radars Info Burkina,Force et courage.,normal
1099,1735,Burkina24,Ce sont des traîtres.,hateful
29,1550,Sidwaya,C'est clair.,normal
686,404,Burkina24,Merci pour l'effort d'information,normal
1329,1289,Parlons de Tout,Il faut prier,normal
731,401,Libre Info,"Merci, force à vous",normal
743,659,Radars Info Burkina,Rien à ajouter.,normal
707,751,Burkina24,Information reçue 5/5.,normal
9,508,Radars Info Burkina,Que la paix revienne.,normal
724,427,Libre Info,Merci pour cet éclaircissement.,normal
564,617,AIB,Du courage à nos FDS.,normal
1162,821,Radars Info Burkina,Le peuple souffre.,normal
846,471,Minute.bf,Encore une manipulation de [pays étranger].,misinfo
307,1789,AIB,Dieu est grand.,normal
22,143,Radars Info Burkina,Quelle honte,toxic
15,311,RTB,Force à nos FDS,normal
504,965,Burkina24,Très bonne analyse.,normal
192,868,Sidwaya,Félicitations à lui/elle.,normal
472,533,Sidwaya,Information bien reçue,normal
263,1664,Sidwaya,On est fatigué.,normal
378,1181,Libre Info,Merci pour le partage,normal
1230,1673,Minute.bf,"Ouvrez les yeux, on vous manipule.",misinfo
1084,1570,BF1 TV,Que la paix revienne.,normal
347,1246,Burkina24,Quelle est cette façon de s'habiller ?,adult
215,1913,Parlons de Tout,Vraiment triste,normal
93,1465,Parlons de Tout,Punition pour eux,hateful
934,228,Radars Info Burkina,"Merci, force à vous",normal
900,722,Burkina24,Merci pour le partage,normal
461,240,RTB,Merci pour l'info,normal
1135,858,Minute.bf,Merci pour cet éclaircissement.,normal
141,1894,Burkina24,Bravo pour votre travail.,normal
1159,1312,AIB,C'est exactement ça le problème.,normal
496,834,BF1 TV,Bravo pour votre travail.,normal
506,965,Burkina24,On suit la situation de près.,normal
39,1772,Parlons de Tout,Merci pour la précision.,normal
1040,231,Libre Info,On espère que ça va aller,normal
716,650,Burkina24,Vidéos X ?,adult
226,1853,Minute.bf,On espère que ça va aller,normal
424,389,Minute.bf,Je suis de tout cœur avec vous.,normal
163,80,Radars Info Burkina,Nous suivons de près,normal
1372,1692,AIB,Intéressant.,normal
36,1772,Parlons de Tout,Triste nouvelle,normal
1405,1168,AIB,Encore une manipulation de [pays étranger].,misinfo
292,1846,Radars Info Burkina,C'est la vie.,normal
1014,1291,Sidwaya,Le peuple souffre.,normal
470,1546,Minute.bf,On attend de voir la suite.,normal
339,892,RTB,Merci beaucoup pour l'information.,normal
185,192,Libre Info,Ce pays est foutu.,toxic
345,66,Minute.bf,Qu'ils retournent d'où ils viennent.,hateful
796,491,Radars Info Burkina,Menteurs !,toxic
1058,358,AIB,Information reçue 5/5.,normal
56,1081,RTB,Bonne continuation,normal
610,813,Parlons de Tout,Quelle honte,toxic
42,912,Libre Info,On est fatigué.,normal
1487,1837,Libre Info,Important à savoir,normal
529,239,Parlons de Tout,Menteurs !,toxic
484,640,AIB,Paix à son âme,normal
1218,1669,Minute.bf,Intéressant.,normal
905,1587,AIB,Félicitations,normal
420,389,Minute.bf,Triste nouvelle,normal
1227,416,Burkina24,Ils ne sont pas de vrais Burkinabè.,hateful
531,1097,Sidwaya,On doit les chasser,hateful
514,1710,Burkina24,On veut la paix.,normal
428,926,Radars Info Burkina,C'est compliqué,normal
922,759,Radars Info Burkina,Merci pour la précision.,normal
691,76,BF1 TV,C'est exactement ça le problème.,normal
1198,286,Minute.bf,Merci pour le partage,normal
730,401,Libre Info,C'est une triste réalité.,normal
623,112,Radars Info Burkina,Paix au Burkina Faso,normal
123,164,Parlons de Tout,Merci pour cet éclaircissement.,normal
216,1913,Parlons de Tout,On suit la situation de près.,normal
1356,1529,BF1 TV,Du courage,normal
909,869,BF1 TV,Bonne nouvelle,normal
120,164,Parlons de Tout,Menteurs !,toxic
224,1963,Libre Info,Elle cherche quoi habillée comme ça,adult
108,1457,Sidwaya,Que Dieu protège le Faso.,normal
1184,791,Parlons de Tout,Bonne continuation,normal
1003,1423,Minute.bf,Merci pour l'info,normal
645,901,AIB,Je suis d'accord.,normal
278,971,BF1 TV,Merci pour l'effort d'information,normal
979,217,Sidwaya,Que Dieu protège le Faso.,normal
198,1332,Parlons de Tout,C'est la vie.,normal
704,751,Burkina24,C'est la vie.,normal
928,1586,RTB,OK merci,normal
1070,133,Burkina24,C'est la vérité,normal
578,436,Libre Info,OK merci,normal
168,1521,Burkina24,Enfin une bonne nouvelle !,normal
1435,287,Sidwaya,Il faut les tuer,hateful
404,1937,BF1 TV,Force à nos FDS,normal
562,617,AIB,On attend la suite,normal
527,239,Parlons de Tout,Vraiment triste,normal
1283,19,RTB,"Merci, force à vous",normal
984,1559,AIB,Merci pour le partage,normal
703,1653,Libre Info,Merci pour la précision.,normal
148,1330,Sidwaya,Que Dieu bénisse le Burkina Faso,normal
435,1297,Parlons de Tout,Prompt rétablissement,normal
844,289,Sidwaya,On ne veut pas de ces [insulte].,hateful
1342,187,Parlons de Tout,"Je ne savais pas, merci.",normal
544,1507,Minute.bf,J'aime ce que je vois.,adult
1299,1488,AIB,C'est noté,normal
914,276,Sidwaya,Merci pour l'effort d'information,normal
1212,117,Libre Info,Que Dieu bénisse le Burkina Faso,normal
669,37,BF1 TV,Incapable !,toxic
1010,1803,BF1 TV,Bien dit,normal
1141,1792,Parlons de Tout,C'est exactement ça le problème.,normal
68,1561,Sidwaya,C'est la vérité,normal
842,878,Burkina24,On est fatigué.,normal
1067,133,Burkina24,Prompt rétablissement,normal
129,1986,Radars Info Burkina,Il faut prier,normal
632,1727,Radars Info Burkina,Il faut les chasser du pays.,hateful
507,965,Burkina24,Félicitations,normal
600,375,Sidwaya,Du courage à nos FDS.,normal
830,1497,BF1 TV,Merci pour le partage,normal
408,1937,BF1 TV,Bravo pour votre travail.,normal
784,1150,Libre Info,Très bonne analyse.,normal
284,1090,AIB,Vraiment ? C'est une bonne nouvelle.,normal
886,953,Burkina24,Ils nous cachent le vrai bilan.,misinfo
85,1404,Minute.bf,Prompt rétablissement au blessé.,normal
113,1369,AIB,Bravo pour votre travail.,normal
150,118,Parlons de Tout,Intéressant.,normal
1492,1643,Minute.bf,Que Dieu nous aide,normal
556,367,Parlons de Tout,On prie pour le pays.,normal
17,1575,Burkina24,Le peuple souffre.,normal
277,971,BF1 TV,Encore une manipulation de [pays étranger].,misinfo
1429,1401,BF1 TV,Rien à ajouter.,normal
109,1457,Sidwaya,Quelle est cette façon de s'habiller ?,adult
1187,554,Minute.bf,Important à savoir,normal
1155,1873,Libre Info,On attend la suite,normal
603,1302,Minute.bf,Gouvernement de merde,toxic
1422,1108,AIB,C'est exactement ça le problème.,normal
725,1635,Radars Info Burkina,Félicitations à lui/elle.,normal
100,1174,Libre Info,On attend de voir la suite.,normal
910,869,BF1 TV,C'est l'Occident qui est derrière tout ça,misinfo
206,1595,BF1 TV,Source ?,normal
1397,280,AIB,On attend la suite,normal
1378,643,Radars Info Burkina,C'est faux ! Mon cousin qui est là-bas a dit le contraire.,misinfo
72,301,RTB,Merci pour la précision.,normal
1027,364,BF1 TV,Prompt rétablissement au blessé.,normal
1090,1229,BF1 TV,On attend de voir la suite.,normal
98,1174,Libre Info,On suit la situation de près.,normal
1285,347,Minute.bf,C'est la vérité,normal
1455,1880,Parlons de Tout,Vraiment ?,normal
46,1450,Minute.bf,Force et courage.,normal
97,1174,Libre Info,Je suis de tout cœur avec vous.,normal
547,91,Radars Info Burkina,"Ce n'est pas un vaccin, c'est du poison.",misinfo
144,865,RTB,Que Dieu nous aide,normal
275,451,Radars Info Burkina,On s'en fout de votre avis.,toxic
221,379,Minute.bf,On prie pour le pays.,normal
227,1853,Minute.bf,Que Dieu protège le Faso.,normal
780,898,BF1 TV,Vraiment triste,normal
298,204,Burkina24,Merci pour le partage,normal
994,1000,RTB,Que Dieu bénisse le Burkina Faso,normal
561,617,AIB,Merci pour le partage,normal
809,1688,Radars Info Burkina,Rien à ajouter.,normal
489,770,Minute.bf,Arrêtez d'intoxiquer le peuple,misinfo
1483,229,Sidwaya,Du courage,normal
1171,1467,AIB,Je suis de tout cœur avec vous.,normal
416,1797,Minute.bf,C'est la vérité,normal
1074,1142,Libre Info,C'est noté,normal
80,200,Minute.bf,Triste nouvelle,normal
517,1710,Burkina24,Ce sont des traîtres.,hateful
655,1553,Minute.bf,Quelle belle [partie du corps],adult
427,926,Radars Info Burkina,Paix au Burkina Faso,normal
183,192,Libre Info,Regarde ses fesses,adult
535,1508,BF1 TV,Paix à son âme,normal
1229,1673,Minute.bf,Merci pour le partage,normal
670,37,BF1 TV,Merci pour l'info,normal
1007,1850,Sidwaya,Rien à ajouter.,normal
1350,888,AIB,Nous suivons de près,normal
1056,409,AIB,Merci pour cet éclaircissement.,normal
894,1541,BF1 TV,Source ?,normal
1268,685,Burkina24,Bonne nouvelle,normal
583,141,RTB,Fake news,misinfo
162,80,Radars Info Burkina,Force et courage.,normal
422,389,Minute.bf,Très bonne analyse.,normal
1442,1222,Libre Info,Vraiment ?,normal
633,1812,Libre Info,Vraiment ?,normal
1267,531,Libre Info,Tout est orchestré par [pays].,misinfo
1033,245,Libre Info,Vraiment ?,normal
446,72,RTB,On prie pour le pays.,normal
793,491,Radars Info Burkina,Retournez chez vous,hateful
906,1587,AIB,À bas les [groupe].,hateful
139,1894,Burkina24,Que Dieu protège le Faso.,normal
933,228,Radars Info Burkina,Merci beaucoup pour l'information.,normal
795,491,Radars Info Burkina,Prompt rétablissement au blessé.,normal
776,1800,RTB,On attend de voir la suite.,normal
165,1521,Burkina24,Paix au Burkina Faso,normal
1088,925,AIB,C'est la vérité,normal
596,746,Libre Info,Il faut prier,normal
91,28,Minute.bf,Menteurs !,toxic
508,699,Libre Info,Paix à son âme,normal
1431,1716,Minute.bf,"Je ne savais pas, merci.",normal
312,1687,Radars Info Burkina,Il faut prier,normal
18,1575,Burkina24,Source ?,normal
1153,994,Radars Info Burkina,On suit la situation de près.,normal
1049,182,Radars Info Burkina,Bravo pour votre travail.,normal
324,163,Minute.bf,Rien à ajouter.,normal
1195,1847,Sidwaya,Il faut prier,normal
1288,347,Minute.bf,Montre plus !,adult
1436,287,Sidwaya,Que Dieu nous aide,normal
438,1345,Burkina24,Force et courage.,normal
706,751,Burkina24,Que Dieu protège le Faso.,normal
876,120,Parlons de Tout,Dieu est grand.,normal
944,704,BF1 TV,Du courage à nos FDS.,normal
1100,1735,Burkina24,Très bonne analyse.,normal
336,340,Minute.bf,Information bien reçue,normal
536,1691,Minute.bf,Très bonne analyse.,normal
1154,1873,Libre Info,Paix au Burkina Faso,normal
65,1835,Burkina24,Source ?,normal
1348,1057,Radars Info Burkina,C'est l'Occident qui est derrière tout ça,misinfo
831,1245,Minute.bf,Il faut les brûler,hateful
974,1009,AIB,Quelle est cette façon de s'habiller ?,adult
924,70,Radars Info Burkina,"La vidéo est truquée, c'est visible.",misinfo
1177,1807,Libre Info,Il faut que les gens comprennent.,normal
202,1143,Parlons de Tout,Arrêtez d'intoxiquer le peuple,misinfo
1314,1897,Libre Info,Il faut prier,normal
1121,1019,Parlons de Tout,Merci beaucoup pour l'information.,normal
133,109,Sidwaya,Vraiment ?,normal
11,508,Radars Info Burkina,"Je ne savais pas, merci.",normal
990,12,Parlons de Tout,Force à nos FDS,normal
1330,1289,Parlons de Tout,Vraiment triste,normal
164,1521,Burkina24,Du courage,normal
380,1181,Libre Info,Merci pour la précision.,normal
821,1152,Parlons de Tout,Bravo pour votre travail.,normal
247,1708,Minute.bf,On prie pour le pays.,normal
304,399,Radars Info Burkina,OK merci,normal
434,1297,Parlons de Tout,Prompt rétablissement,normal
1460,431,Parlons de Tout,"Merci, force à vous",normal
111,1369,AIB,Merci pour cet éclaircissement.,normal
1023,638,RTB,Que Dieu protège le Faso.,normal
258,582,BF1 TV,C'est noté,normal
268,1911,Radars Info Burkina,C'est la vérité,normal
896,1541,BF1 TV,Bonne nouvelle,normal
374,1956,Radars Info Burkina,C'est la vérité,normal
283,1090,AIB,On espère que ça va aller,normal
838,1761,BF1 TV,On ne veut pas de ces [insulte].,hateful
1493,1643,Minute.bf,On veut la paix.,normal
58,1081,RTB,Félicitations à lui/elle.,normal
279,971,BF1 TV,C'est la vie.,normal
468,1546,Minute.bf,Enfin une bonne nouvelle !,normal
394,1439,RTB,Que Dieu nous aide,normal
1213,117,Libre Info,On est fatigué.,normal
95,1465,Parlons de Tout,C'est clair.,normal
1339,385,Minute.bf,Bien dit,normal
1307,632,Burkina24,Du courage,normal
361,682,AIB,Source ?,normal
1349,797,Libre Info,Analyse très pertinente.,normal
235,607,Minute.bf,Vraiment ? C'est une bonne nouvelle.,normal
571,1728,Libre Info,C'est compliqué,normal
624,112,Radars Info Burkina,Prompt rétablissement au blessé.,normal
1161,821,Radars Info Burkina,Rien à ajouter.,normal
840,878,Burkina24,Intéressant.,normal
402,1426,Parlons de Tout,"Merci, force à vous",normal
338,892,RTB,Rien à ajouter.,normal
710,393,Radars Info Burkina,On est fatigué.,normal
1151,1742,Burkina24,Bien dit,normal
1360,5,Minute.bf,Très bonne analyse.,normal
769,448,Radars Info Burkina,Information bien reçue,normal
90,28,Minute.bf,Force et courage.,normal
303,399,Radars Info Burkina,Force à nos FDS,normal
968,1802,AIB,Enfin une bonne nouvelle !,normal
643,1881,Minute.bf,Merci beaucoup pour l'information.,normal
1443,969,Minute.bf,Félicitations,normal
1083,1570,BF1 TV,Analyse très pertinente.,normal
695,371,Sidwaya,Prompt rétablissement au blessé.,normal
548,598,Radars Info Burkina,La terre est plate,misinfo
463,240,RTB,Félicitations à lui/elle.,normal
153,118,Parlons de Tout,"Merci, force à vous",normal
32,1438,Minute.bf,Que Dieu bénisse le Burkina Faso,normal
521,944,Sidwaya,Vraiment triste,normal
24,1209,Burkina24,Bonne nouvelle,normal
1235,1895,AIB,C'est clair.,normal
540,1691,Minute.bf,Que la paix revienne.,normal
1062,1582,Libre Info,Elle est où la vidéo complète ?,adult
915,276,Sidwaya,C'est un montage,misinfo
1425,309,RTB,Exactement.,normal
305,399,Radars Info Burkina,Paix au Burkina Faso,normal
1220,1832,Libre Info,Le peuple souffre.,normal
1225,416,Burkina24,Je suis d'accord.,normal
550,1068,Sidwaya,Propagande de bas étage.,toxic
919,759,Radars Info Burkina,Bien dit,normal
878,1774,Radars Info Burkina,Qu'ils retournent d'où ils viennent.,hateful
137,1852,AIB,Vraiment triste,normal
453,1489,Radars Info Burkina,Montre plus !,adult
738,1515,Libre Info,Prompt rétablissement,normal
509,699,Libre Info,Merci pour le partage,normal
1416,624,Radars Info Burkina,Merci pour l'effort d'information,normal
1336,776,Sidwaya,"Très belle femme, je la veux.",adult
1355,1529,BF1 TV,Nous suivons de près,normal
323,163,Minute.bf,Bonne nouvelle,normal
1163,821,Radars Info Burkina,Bonne continuation,normal
719,650,Burkina24,Très bonne analyse.,normal
400,1426,Parlons de Tout,On veut la paix.,normal
1181,1807,Libre Info,Merci pour l'effort d'information,normal
899,722,Burkina24,C'est un idiot,toxic
376,1956,Radars Info Burkina,C'est une triste réalité.,normal
648,1239,RTB,Rien à ajouter.,normal
1096,71,Radars Info Burkina,On espère que ça va aller,normal
1301,122,Sidwaya,Information reçue 5/5.,normal
274,451,Radars Info Burkina,Enfin une bonne nouvelle !,normal
28,1550,Sidwaya,On est fatigué.,normal
399,1770,Minute.bf,Information bien reçue,normal
1066,133,Burkina24,C'est compliqué,normal
454,1489,Radars Info Burkina,C'est clair.,normal
358,75,Minute.bf,Paix au Burkina Faso,normal
421,389,Minute.bf,Quelle incompétence.,toxic
739,1515,Libre Info,Vraiment ?,normal
1494,195,Libre Info,On espère que ça va aller,normal
60,1241,Sidwaya,"La vidéo est truquée, c'est visible.",misinfo
471,533,Sidwaya,Source ?,normal
785,1150,Libre Info,Exactement.,normal
1358,1529,BF1 TV,Je suis d'accord.,normal
861,1136,Parlons de Tout,Merci pour l'info,normal
13,1647,AIB,"Merci, force à vous",normal
863,1002,Burkina24,OK merci,normal
245,479,AIB,À bas les [groupe].,hateful
476,1941,Minute.bf,Elle est bonne,adult
1063,1582,Libre Info,J'aime ce que je vois.,adult
1274,1632,Sidwaya,On veut la paix.,normal
1369,1311,RTB,Merci pour la précision.,normal
237,607,Minute.bf,Important à savoir,normal
1337,385,Minute.bf,C'est l'Occident qui est derrière tout ça,misinfo
112,1369,AIB,C'est noté,normal
1238,877,Radars Info Burkina,Intéressant.,normal
674,927,Libre Info,On est fatigué.,normal
827,1396,Sidwaya,Que Dieu nous aide,normal
772,448,Radars Info Burkina,Intéressant.,normal
135,1852,AIB,On espère que ça va aller,normal
293,1846,Radars Info Burkina,Force à nos FDS,normal
579,787,AIB,On attend de voir la suite.,normal
492,1676,BF1 TV,Dieu est grand.,normal
414,730,Radars Info Burkina,Vraiment triste,normal
625,112,Radars Info Burkina,On en a marre de vos mensonges,toxic
1482,229,Sidwaya,Félicitations à lui/elle.,normal
815,1444,Libre Info,Félicitations,normal
452,350,BF1 TV,"Eux tous, il faut les dégager.",hateful
541,1507,Minute.bf,Très bonne analyse.,normal
630,1727,Radars Info Burkina,Très bonne analyse.,normal
607,181,AIB,Allez vous faire voir.,toxic
1433,1716,Minute.bf,Le peuple souffre.,normal
50,334,RTB,Gouvernement de merde,toxic
1164,1455,Radars Info Burkina,C'est exactement ça le problème.,normal
1035,245,Libre Info,C'est exactement ça le problème.,normal
1371,1692,AIB,Que Dieu nous aide,normal
1239,1335,Parlons de Tout,Félicitations,normal
442,1510,Libre Info,Triste nouvelle,normal
1383,1156,Minute.bf,C'est compliqué,normal
676,927,Libre Info,On prie pour le pays.,normal
1370,1311,RTB,Rien à ajouter.,normal
334,920,Minute.bf,On ne veut pas de ces [insulte].,hateful
752,615,Radars Info Burkina,Important à savoir,normal
988,12,Parlons de Tout,"Très belle femme, je la veux.",adult
173,855,BF1 TV,Prompt rétablissement,normal
1399,280,AIB,Toujours les mêmes mensonges.,toxic
280,971,BF1 TV,Rien à ajouter.,normal
1189,1753,Minute.bf,Exactement.,normal
1366,1607,RTB,Paix au Burkina Faso,normal
999,945,Radars Info Burkina,Du courage à nos FDS.,normal
1253,1270,AIB,Très bonne analyse.,normal
904,721,Minute.bf,Que Dieu bénisse le Burkina Faso,normal
485,640,AIB,"Merci, force à vous",normal
727,1261,Parlons de Tout,Haine à ce groupe,hateful
1414,412,AIB,C'est un complot du gouvernement,misinfo
712,393,Radars Info Burkina,On ne veut pas de vous ici,hateful
1437,1259,Libre Info,Important à savoir,normal
1410,538,AIB,C'est à cause de [ethnie] tout ça,hateful
549,598,Radars Info Burkina,Analyse très pertinente.,normal
482,640,AIB,Dieu est grand.,normal
377,1956,Radars Info Burkina,Information bien reçue,normal
813,1688,Radars Info Burkina,"Eux tous, il faut les dégager.",hateful
1412,578,Minute.bf,Paix à son âme,normal
102,1636,RTB,Félicitations,normal
1111,1118,Burkina24,"Eux tous, il faut les dégager.",hateful
754,584,Minute.bf,Vraiment ? C'est une bonne nouvelle.,normal
217,1913,Parlons de Tout,Que la paix revienne.,normal
53,146,Minute.bf,C'est exactement ça le problème.,normal
124,593,Radars Info Burkina,Ce journaliste est un plaisantin.,toxic
261,1664,Sidwaya,On prie pour le pays.,normal
236,607,Minute.bf,Force à nos FDS,normal
1320,1045,AIB,On espère que ça va aller,normal
6,1844,RTB,Quelle belle [partie du corps],adult
88,1404,Minute.bf,C'est exactement ça le problème.,normal
1087,1570,BF1 TV,On suit la situation de près.,normal
675,927,Libre Info,Force à nos FDS,normal
145,865,RTB,Information reçue 5/5.,normal
832,1245,Minute.bf,Bonne continuation,normal
500,1486,RTB,C'est une triste réalité.,normal
1130,97,Minute.bf,Source ?,normal
1185,791,Parlons de Tout,Zéro crédibilité.,toxic
282,1090,AIB,Sale race,hateful
1474,859,RTB,Bien dit,normal
505,965,Burkina24,C'est compliqué,normal
355,1531,Parlons de Tout,On prie pour le pays.,normal
1357,1529,BF1 TV,Je suis d'accord.,normal
197,171,Libre Info,Quelle est cette façon de s'habiller ?,adult
469,1546,Minute.bf,Très bonne analyse.,normal
1312,1897,Libre Info,Merci pour l'effort d'information,normal
684,404,Burkina24,C'est la vie.,normal
634,1812,Libre Info,Je suis de tout cœur avec vous.,normal
855,1701,Sidwaya,"Le problème, ce sont les [groupe].",hateful
1214,514,Minute.bf,C'est une triste réalité.,normal
251,1026,Libre Info,On espère que ça va aller,normal
34,402,Sidwaya,OK merci,normal
1156,1873,Libre Info,On prie pour le pays.,normal
460,275,Minute.bf,Très bonne analyse.,normal
1273,86,Sidwaya,Ils ne sont pas de vrais Burkinabè.,hateful
753,615,Radars Info Burkina,Bonne continuation,normal
390,732,Radars Info Burkina,Paix au Burkina Faso,normal
1202,608,Minute.bf,Montre plus !,adult
330,1373,RTB,Ce n'est pas vrai,misinfo
360,75,Minute.bf,Bravo pour votre travail.,normal
1275,1632,Sidwaya,C'est une triste réalité.,normal
836,1761,BF1 TV,Je suis d'accord.,normal
316,1871,RTB,C'est à cause de [ethnie] tout ça,hateful
1259,1695,Radars Info Burkina,Source ?,normal
911,869,BF1 TV,Il faut prier,normal
722,427,Libre Info,Je suis de tout cœur avec vous.,normal
430,926,Radars Info Burkina,Il faut que les gens comprennent.,normal
1309,1031,Sidwaya,Sale race,hateful
1192,1753,Minute.bf,Prompt rétablissement au blessé.,normal
1323,1045,AIB,Je suis d'accord.,normal
458,275,Minute.bf,Que Dieu bénisse le Burkina Faso,normal
1409,1623,AIB,Il faut que les gens comprennent.,normal
1050,182,Radars Info Burkina,Dieu est grand.,normal
940,1440,BF1 TV,Propagande de bas étage.,toxic
40,912,Libre Info,Important à savoir,normal
87,1404,Minute.bf,Prompt rétablissement au blessé.,normal
1387,1858,Sidwaya,Dieu est grand.,normal
1246,572,Burkina24,Nous suivons de près,normal
1094,1378,BF1 TV,Prompt rétablissement au blessé.,normal
1136,858,Minute.bf,Très bonne analyse.,normal
1484,361,Sidwaya,OK merci,normal
136,1852,AIB,Que Dieu nous aide,normal
1264,159,Radars Info Burkina,Dieu est grand.,normal
965,1802,AIB,Vous ne servez à rien,toxic
1368,1607,RTB,Dieu est grand.,normal
1032,1287,Libre Info,"Merci, force à vous",normal
1449,1621,BF1 TV,On attend de voir la suite.,normal
717,650,Burkina24,Merci pour cet éclaircissement.,normal
808,1212,Minute.bf,Enfin une bonne nouvelle !,normal
436,1297,Parlons de Tout,Vraiment ?,normal
778,898,BF1 TV,Merci beaucoup pour l'information.,normal
1008,1850,Sidwaya,C'est noté,normal
1340,385,Minute.bf,Merci pour l'info,normal
870,441,RTB,Très bonne analyse.,normal
1446,1621,BF1 TV,Intéressant.,normal
158,1207,RTB,Du courage à nos FDS.,normal
1172,1467,AIB,OK merci,normal
1217,514,Minute.bf,C'est la vérité,normal
602,1302,Minute.bf,Qu'ils partent !,hateful
1311,326,AIB,Intéressant.,normal
852,637,AIB,Enfin une bonne nouvelle !,normal
687,76,BF1 TV,Trop sexy,adult
847,471,Minute.bf,C'est clair.,normal
672,37,BF1 TV,Prompt rétablissement au blessé.,normal
985,1559,AIB,Analyse très pertinente.,normal
264,1664,Sidwaya,C'est exactement ça le problème.,normal
160,80,Radars Info Burkina,C'est compliqué,normal
537,1691,Minute.bf,Vraiment ? C'est une bonne nouvelle.,normal
577,436,Libre Info,Mon oncle a dit que c'est faux,misinfo
977,1085,Parlons de Tout,On attend la suite,normal
1413,412,AIB,Information reçue 5/5.,normal
333,920,Minute.bf,Montre plus !,adult
729,1261,Parlons de Tout,Que la paix revienne.,normal
811,1688,Radars Info Burkina,Force et courage.,normal
966,1802,AIB,Journaliste alimentaire.,toxic
539,1691,Minute.bf,Que Dieu protège le Faso.,normal
901,1472,Libre Info,Force et courage.,normal
314,1517,Minute.bf,Je suis d'accord.,normal
837,1761,BF1 TV,Pas de pitié pour les [groupe].,hateful
101,1174,Libre Info,Source ?,normal
711,393,Radars Info Burkina,Du courage,normal
306,399,Radars Info Burkina,Prompt rétablissement au blessé.,normal
996,1099,Libre Info,Regarde ses fesses,adult
1222,1832,Libre Info,Bonne nouvelle,normal
1260,1695,Radars Info Burkina,Bien dit,normal
448,350,BF1 TV,Prompt rétablissement au blessé.,normal
1389,442,Burkina24,Source ?,normal
